name,length,GC,coverage,phylum
scaffold3963_size16578,16578,0.4651,40.2423090844,Chordata
scaffold3964_size16578,16578,0.4873,40.131921824,Chordata
scaffold3965_size16576,16576,0.4299,64.6311534749,Chordata
scaffold3966_size16576,16576,0.4721,43.5112210425,Arthropoda
scaffold3967_size16570,16570,0.4028,0.286904043452,Bacteroidetes
scaffold3968_size16570,16570,0.4808,57.0085093543,Chordata
scaffold3969_size16570,16570,0.4614,69.6598068799,Arthropoda
scaffold3970_size16567,16567,0.4458,72.2466348765,Arthropoda
scaffold3971_size16564,16564,0.4992,75.9088988166,Apicomplexa
scaffold3972_size16562,16562,0.4685,66.6266755223,Arthropoda
scaffold3973_size16562,16562,0.4675,42.2016664654,Chordata
scaffold3974_size16560,16560,0.4263,58.7549516908,no-hit
scaffold3975_size16558,16558,0.4651,110.955670975,Eukaryota-undef
scaffold3976_size16557,16557,0.6541,0.317871595096,Proteobacteria
scaffold3977_size16554,16554,0.416,56.2053280173,Arthropoda
scaffold3978_size16553,16553,0.4767,40.335755814,Arthropoda
scaffold3979_size16552,16552,0.3997,33.6435476076,Echinodermata
scaffold3980_size16548,16548,0.4469,60.3378656031,Proteobacteria
scaffold3981_size16545,16545,0.4711,37.3108491992,Chordata
scaffold3982_size16543,16543,0.4904,56.2893066553,Chordata
scaffold3983_size16537,16537,0.4702,54.6131099958,Chordata
scaffold3984_size16536,16536,0.4368,24.9611151427,Arthropoda
scaffold3985_size27352,27352,0.4415,57.1924539339,Arthropoda
scaffold3986_size16532,16532,0.4427,79.5015727074,Actinobacteria
scaffold3987_size16532,16532,0.55,1.21564239052,Chloroflexi
scaffold3989_size16526,16526,0.4556,63.8593731091,Chordata
scaffold3990_size16525,16525,0.4393,57.9292586989,Chordata
scaffold3991_size16524,16524,0.4122,38.6912975067,Porifera
scaffold3992_size16523,16523,0.6569,2.95642437814,Proteobacteria
scaffold3993_size16523,16523,0.4649,74.9714942808,Chordata
scaffold3994_size16518,16518,0.4729,49.3143237679,Chordata
scaffold3995_size16515,16515,0.4696,97.1737814108,Arthropoda
scaffold3996_size16514,16514,0.4924,80.7692866659,Arthropoda
scaffold3997_size16512,16512,0.4731,61.2509084303,Chordata
scaffold3998_size16501,16501,0.4565,52.6143264045,Chordata
scaffold3999_size16501,16501,0.4665,74.6628689171,Arthropoda
scaffold4000_size16497,16497,0.4701,52.1182639267,Arthropoda
scaffold4001_size16496,16496,0.4034,0.359602327837,Bacteroidetes
scaffold4002_size16495,16495,0.4719,49.2472264322,Chordata
scaffold4003_size16494,16494,0.4144,51.0048502485,Arthropoda
scaffold4004_size16494,16494,0.626,0.662362071056,Planctomycetes
scaffold4005_size22305,22305,0.4485,72.2810237035,Arthropoda
scaffold4006_size16489,16489,0.4237,57.9714355024,Chordata
scaffold4007_size16488,16488,0.4327,72.1225739932,Arthropoda
scaffold4008_size16487,16487,0.4143,36.7947473767,no-hit
scaffold4009_size16482,16482,0.585,0.572260647979,Proteobacteria
scaffold4010_size16482,16482,0.4475,110.443210775,Cnidaria
scaffold4011_size16481,16481,0.4632,51.5142285056,Arthropoda
scaffold4012_size16480,16480,0.4752,0.00370145631068,Bacteroidetes
scaffold4013_size16479,16479,0.4055,66.9850719098,no-hit
scaffold4014_size16477,16477,0.4697,72.1596771257,Arthropoda
scaffold4015_size16475,16475,0.4439,45.617663126,Chordata
scaffold4016_size16472,16472,0.4724,55.9593856241,Chordata
scaffold4017_size16468,16468,0.5111,74.7386446442,Arthropoda
scaffold4018_size16449,16449,0.4747,69.3287129916,Arthropoda
scaffold4019_size16447,16447,0.4036,80.4803307594,no-hit
scaffold4020_size16447,16447,0.4473,89.9859548854,Arthropoda
scaffold4021_size16446,16446,0.4909,96.307247963,Chordata
scaffold4022_size16439,16439,0.4763,76.7655575157,Arthropoda
scaffold4023_size31671,31671,0.4541,73.1690764704,Chordata
scaffold4024_size16434,16434,0.4193,0.0184373859072,Bacteroidetes
scaffold4025_size16434,16434,0.4587,58.1987951807,Chordata
scaffold4026_size16434,16434,0.4366,79.770110746,Streptophyta
scaffold4027_size16425,16425,0.4573,63.4889497717,Arthropoda
scaffold4028_size16424,16424,0.4518,56.036592791,Arthropoda
scaffold4029_size16423,16423,0.4726,72.5997686172,Chordata
scaffold4030_size16419,16419,0.4579,55.5058773372,Chordata
scaffold4031_size16412,16412,0.4943,55.9129295637,Arthropoda
scaffold4032_size16411,16411,0.4496,57.9985375663,Arthropoda
scaffold4033_size16410,16410,0.4636,49.0625837905,Chordata
scaffold4034_size16409,16409,0.4479,60.0853799744,Platyhelminthes
scaffold4035_size16407,16407,0.4719,46.6254647406,Arthropoda
scaffold4036_size16407,16407,0.4609,70.7024440788,Arthropoda
scaffold4037_size16406,16406,0.4631,49.8262221138,Arthropoda
scaffold4038_size16403,16403,0.4491,90.6831067488,Nematoda
scaffold4039_size16400,16400,0.493,71.6043902439,Chordata
scaffold4040_size16394,16394,0.4368,58.9422959619,Arthropoda
scaffold4041_size16392,16392,0.4145,29.9546730112,Basidiomycota
scaffold4042_size16391,16391,0.4951,72.20187908,Arthropoda
scaffold4043_size16390,16390,0.4592,111.90738255,Arthropoda
scaffold4044_size16389,16389,0.4715,67.4282750625,Chordata
scaffold4045_size27705,27705,0.4731,74.9476989713,Chordata
scaffold4046_size16384,16384,0.6476,0.185424804688,Proteobacteria
scaffold4047_size18966,18966,0.4413,76.4256564378,Chordata
scaffold4048_size16381,16381,0.4335,80.6028935962,no-hit
scaffold4049_size16377,16377,0.6527,1.43909140868,Proteobacteria
scaffold4050_size16377,16377,0.5906,4.16810160591,Chloroflexi
scaffold4051_size16372,16372,0.4385,70.8681285122,Arthropoda
scaffold4052_size16368,16368,0.4153,43.0799120235,no-hit
scaffold4053_size16368,16368,0.4808,36.6239613881,Chordata
scaffold4057_size16355,16355,0.4476,62.022133904,Chordata
scaffold4058_size16351,16351,0.4438,84.14506758,Arthropoda
scaffold4059_size16351,16351,0.4327,60.8723013882,Streptophyta
scaffold4060_size16347,16347,0.4602,28.0187802043,Echinodermata
scaffold4061_size16342,16342,0.6309,0.0,Verrucomicrobia
scaffold4062_size16333,16333,0.4625,41.8070776955,Chordata
scaffold4063_size16324,16324,0.4126,69.7800784121,Nematoda
scaffold4064_size16318,16318,0.47,36.743963721,Chordata
scaffold4065_size16313,16313,0.4701,93.8109483235,Chordata
scaffold4066_size16306,16306,0.469,59.7185698515,Arthropoda
scaffold4067_size16306,16306,0.4933,88.7542009077,Chordata
scaffold4068_size16305,16305,0.4478,10.5871818461,Bacteroidetes
scaffold4069_size16304,16304,0.4741,46.5964793915,Arthropoda
scaffold4070_size16302,16302,0.559,0.0,Proteobacteria
scaffold4071_size16293,16293,0.422,0.0,Bacteroidetes
scaffold4072_size16292,16292,0.4578,77.4888902529,Arthropoda
scaffold4074_size16290,16290,0.4719,54.1382443217,Ascomycota
scaffold4075_size16290,16290,0.4436,29.6352363414,Nematoda
scaffold4076_size16290,16290,0.4976,74.9751995089,Arthropoda
scaffold4078_size16282,16282,0.4818,100.669573762,Chordata
scaffold4079_size16269,16269,0.4515,44.7524740304,Arthropoda
scaffold4080_size16265,16265,0.4529,27.6426068244,Bacteroidetes
scaffold4081_size16263,16263,0.4572,75.3168542089,Chordata
scaffold4082_size16262,16262,0.4707,31.6204648874,Chordata
scaffold4083_size16262,16262,0.4421,63.0185094084,Arthropoda
scaffold4084_size16260,16260,0.4509,36.8949569496,Arthropoda
scaffold4085_size16247,16247,0.4272,63.2065612113,Echinodermata
scaffold4086_size16241,16241,0.4998,73.8676805615,Arthropoda
scaffold4087_size16241,16241,0.4452,71.7611600271,Nematoda
scaffold4088_size16236,16236,0.4752,95.4619980291,Arthropoda
scaffold4089_size16235,16235,0.4304,43.8937480751,Tardigrada
scaffold4090_size16231,16231,0.4662,40.90111515,Arthropoda
scaffold4091_size16230,16230,0.4713,61.1843499692,Arthropoda
scaffold4092_size16228,16228,0.3991,32.8943800838,no-hit
scaffold4093_size16226,16226,0.4792,74.1138912855,Arthropoda
scaffold4094_size16225,16225,0.54,0.358582434515,Acidobacteria
scaffold4095_size16219,16219,0.4199,109.695727234,Arthropoda
scaffold4096_size16204,16204,0.494,60.5641199703,Chordata
scaffold4097_size16204,16204,0.4952,94.1245371513,Chordata
scaffold4098_size16202,16202,0.4652,105.696272065,Eukaryota-undef
scaffold4099_size16196,16196,0.4007,91.9328229192,Arthropoda
scaffold4102_size16193,16193,0.4874,73.9809794356,Chordata
scaffold4103_size16192,16192,0.4408,84.9759757905,Chordata
scaffold4104_size16186,16186,0.4367,79.212755418,Chordata
scaffold4105_size16185,16185,0.6431,2.22335495829,Proteobacteria
scaffold4106_size16173,16173,0.4412,77.7238607555,Basidiomycota
scaffold4107_size16168,16168,0.4054,0.256185056902,Bacteroidetes
scaffold4108_size16166,16166,0.4711,54.1365829519,Mollusca
scaffold4109_size16166,16166,0.4688,53.8020536929,Hemichordata
scaffold4110_size16163,16163,0.4251,68.7175029388,Arthropoda
scaffold4111_size38624,38624,0.473,87.3199138803,Arthropoda
scaffold4112_size16163,16163,0.4889,28.2657468135,Arthropoda
scaffold4113_size16161,16161,0.462,54.7737763752,Arthropoda
scaffold4114_size16157,16157,0.4469,94.0532277031,Chordata
scaffold4115_size16155,16155,0.4698,55.4446301455,Arthropoda
scaffold4116_size16151,16151,0.4266,25.2333601635,Chordata
scaffold4117_size16146,16146,0.4851,57.666914406,Arthropoda
scaffold4118_size16141,16141,0.4455,0.842946533672,Bacteroidetes
scaffold4119_size16132,16132,0.4269,62.1961939003,Chordata
scaffold4120_size16130,16130,0.451,56.7419714817,Arthropoda
scaffold4121_size16128,16128,0.438,80.3944072421,Arthropoda
scaffold4123_size16123,16123,0.4876,69.1748820462,Arthropoda
scaffold4124_size16122,16122,0.6678,1.39895794566,Proteobacteria
scaffold4125_size16121,16121,0.451,70.8630978227,Chordata
scaffold4126_size16120,16120,0.4486,56.9851116626,Cnidaria
scaffold4127_size16117,16117,0.4642,51.9162995594,Mollusca
scaffold4128_size16116,16116,0.46,37.1541945893,Arthropoda
scaffold4129_size16116,16116,0.4572,64.5594440308,Arthropoda
scaffold4130_size16115,16115,0.4415,158.548246975,Arthropoda
scaffold4131_size16115,16115,0.4066,102.102451133,Porifera
scaffold4132_size18180,18180,0.4752,51.3075357535,Chordata
scaffold4133_size16111,16111,0.4755,63.1262491465,Arthropoda
scaffold4134_size16105,16105,0.6412,0.00260788574977,Proteobacteria
scaffold4135_size16105,16105,0.4758,65.5045017076,Chordata
scaffold4136_size16104,16104,0.4524,42.8830104321,Chordata
scaffold4137_size31177,31177,0.4199,75.3805369343,Nematoda
scaffold4138_size16098,16098,0.4555,82.5700708163,Chordata
scaffold4140_size16091,16091,0.4604,42.9215710646,Arthropoda
scaffold4141_size16089,16089,0.4394,81.6099819752,Chordata
scaffold4142_size16089,16089,0.5792,0.927279507739,Chloroflexi
scaffold4143_size16088,16088,0.4568,88.9662481352,Arthropoda
scaffold4144_size16084,16084,0.4654,69.30682666,Chordata
scaffold4145_size16083,16083,0.4719,86.4179568488,Chordata
scaffold4146_size16081,16081,0.4199,0.107331633605,Bacteroidetes
scaffold4149_size16071,16071,0.4878,99.3391823782,Arthropoda
scaffold4150_size16070,16070,0.4652,62.7244555072,Arthropoda
scaffold4151_size16068,16068,0.4696,60.2798730396,Arthropoda
scaffold4152_size16067,16067,0.4703,60.3006784091,Proteobacteria
scaffold4153_size16065,16065,0.471,70.2562091503,Arthropoda
scaffold4154_size16063,16063,0.5087,63.2584199713,Arthropoda
scaffold4155_size16050,16050,0.446,55.7180062306,Chordata
scaffold4156_size16049,16049,0.638,0.0472303570316,Proteobacteria
scaffold4157_size16047,16047,0.4748,42.29139403,Echinodermata
scaffold4158_size16046,16046,0.6192,0.277265362084,Proteobacteria
scaffold4159_size16046,16046,0.4392,81.0860027421,Chordata
scaffold4160_size16045,16045,0.4284,58.0967902774,Chordata
scaffold4161_size16042,16042,0.4704,0.00236878194739,Proteobacteria
scaffold4162_size21680,21680,0.4601,43.4291936979,Arthropoda
scaffold4163_size24482,24482,0.4726,69.6799281105,Arthropoda
scaffold4164_size16040,16040,0.4397,47.8506857855,Arthropoda
scaffold4165_size16040,16040,0.4726,60.0710723191,Arthropoda
scaffold4166_size16031,16031,0.4263,84.1135300355,Arthropoda
scaffold4167_size16024,16024,0.445,30.8941587619,Arthropoda
scaffold4168_size16020,16020,0.4685,31.9706616729,Chordata
scaffold4169_size16020,16020,0.6242,0.0138576779026,Cyanobacteria
scaffold4170_size16019,16019,0.4329,78.46607154,Arthropoda
scaffold4171_size16019,16019,0.4681,60.1225419814,Chordata
scaffold4172_size16014,16014,0.4336,70.6857749469,Arthropoda
scaffold4174_size16008,16008,0.669,0.0719640179909,Verrucomicrobia
scaffold4175_size16008,16008,0.4715,49.469077961,Chordata
scaffold4176_size16007,16007,0.4341,25.5315799338,Arthropoda
scaffold4177_size16006,16006,0.4844,67.118767962,Arthropoda
scaffold4178_size16004,16004,0.4554,66.8917770557,Chordata
scaffold4179_size15997,15997,0.4775,42.2551103332,Chordata
scaffold4180_size15997,15997,0.4602,35.2074764018,Arthropoda
scaffold4181_size15997,15997,0.4229,52.1542789274,Arthropoda
scaffold4182_size15992,15992,0.4662,42.1673961981,Chordata
scaffold4183_size15988,15988,0.445,69.3946084563,Chordata
scaffold4184_size15987,15987,0.4754,70.1851504348,Chordata
scaffold4185_size15986,15986,0.4558,63.8911547605,Arthropoda
scaffold4186_size15983,15983,0.4815,82.7908402678,Arthropoda
scaffold4187_size15983,15983,0.4302,54.9628980791,Streptophyta
scaffold4188_size15981,15981,0.4773,37.9891120705,Chordata
scaffold4189_size15979,15979,0.4689,38.4314412666,Arthropoda
scaffold4190_size15979,15979,0.4308,79.0429939294,Arthropoda
scaffold4191_size15975,15975,0.4353,61.5656964007,Chordata
scaffold4192_size15969,15969,0.4589,71.554762352,Arthropoda
scaffold4193_size15967,15967,0.4386,77.8010271185,Hemichordata
scaffold4194_size15959,15959,0.457,59.0255655116,Nematoda
scaffold4195_size15958,15958,0.4551,90.4350169194,Chordata
scaffold4196_size15958,15958,0.5662,3.5604085725,Cyanobacteria
scaffold4197_size15954,15954,0.4603,79.6013538924,Chordata
scaffold4198_size15954,15954,0.4633,0.00238184781246,Bacteroidetes
scaffold4199_size15950,15950,0.4697,69.4346708464,Arthropoda
scaffold4200_size15944,15944,0.4959,71.2604741596,Arthropoda
scaffold4201_size15941,15941,0.4792,87.6563578194,Tardigrada
scaffold4202_size15938,15938,0.4747,29.469004894,Arthropoda
scaffold4203_size27188,27188,0.4696,56.3710288974,Chordata
scaffold4204_size15934,15934,0.4676,49.156834442,Arthropoda
scaffold4205_size15930,15930,0.6413,6.01807909604,Proteobacteria
scaffold4206_size15928,15928,0.4776,78.5145655449,Arthropoda
scaffold4207_size15927,15927,0.457,46.2873108558,Actinobacteria
scaffold4208_size15927,15927,0.4821,84.3338984114,Chordata
scaffold4209_size15926,15926,0.4187,80.4821047344,Arthropoda
scaffold4210_size15924,15924,0.4655,81.6184375786,Arthropoda
scaffold4211_size15918,15918,0.4406,42.4268124136,Arthropoda
scaffold4212_size27396,27396,0.4827,53.1500584027,Arthropoda
scaffold4213_size15907,15907,0.475,76.1762117306,Arthropoda
scaffold4214_size15906,15906,0.452,75.9911354206,Arthropoda
scaffold4215_size15903,15903,0.4212,71.4019367415,no-hit
scaffold4216_size15900,15900,0.4255,84.0450314465,Proteobacteria
scaffold4217_size15899,15899,0.4526,81.4910371721,Chordata
scaffold4218_size15897,15897,0.4303,90.2017361766,Arthropoda
scaffold4219_size15895,15895,0.4681,44.2463038692,Ascomycota
scaffold4220_size15894,15894,0.6412,0.0678872530515,Verrucomicrobia
scaffold4221_size15891,15891,0.4547,93.575420049,Arthropoda
scaffold4222_size15890,15890,0.4643,83.8110761485,Chordata
scaffold4223_size15889,15889,0.4568,36.9429794198,Ascomycota
scaffold4224_size15886,15886,0.48,82.3310462041,Arthropoda
scaffold4225_size15878,15878,0.44,76.9018138305,Hemichordata
scaffold4226_size15874,15874,0.4294,78.3903237999,Arthropoda
scaffold4227_size25470,25470,0.4771,82.0201413427,Arthropoda
scaffold4228_size15873,15873,0.6633,0.746676746677,Proteobacteria
scaffold4229_size15870,15870,0.4608,67.2132955262,Mollusca
scaffold4230_size15869,15869,0.4629,0.00239460583528,Proteobacteria
scaffold4231_size15867,15867,0.4281,52.2614230793,Streptophyta
scaffold4232_size15865,15865,0.4629,67.6028994643,Proteobacteria
scaffold4233_size15865,15865,0.4332,61.019035613,Arthropoda
scaffold4234_size15864,15864,0.4203,55.4133888049,Arthropoda
scaffold4235_size15864,15864,0.3999,0.680597579425,Bacteroidetes
scaffold4236_size15863,15863,0.4681,0.13503120469,Actinobacteria
scaffold4237_size15861,15861,0.4838,57.4886198852,Chordata
scaffold4238_size15860,15860,0.4412,53.8914880201,Arthropoda
scaffold4239_size15859,15859,0.4575,49.3263131346,Chordata
scaffold4240_size15856,15856,0.4898,76.0486881937,Cnidaria
scaffold4241_size15856,15856,0.5388,1.28317356206,Chloroflexi
scaffold4242_size15855,15855,0.4658,78.9739514348,Arthropoda
scaffold4243_size15855,15855,0.472,55.0933459476,Arthropoda
scaffold4245_size15846,15846,0.4291,82.9691404771,Chordata
scaffold4246_size15846,15846,0.6107,0.995077622113,Proteobacteria
scaffold4247_size15841,15841,0.4459,38.697872609,Arthropoda
scaffold4248_size15841,15841,0.4617,100.375165709,Arthropoda
scaffold4249_size15833,15833,0.4631,39.9202930588,Chordata
scaffold4250_size15831,15831,0.4842,76.6563704125,Arthropoda
scaffold4251_size15831,15831,0.4106,0.0,Bacteroidetes
scaffold4252_size15831,15831,0.4718,72.1696039417,Mollusca
scaffold4253_size15828,15828,0.4616,69.4802880971,Arthropoda
scaffold4254_size15822,15822,0.4066,79.003286563,no-hit
scaffold4255_size15822,15822,0.4229,68.098849703,Echinodermata
scaffold4256_size15821,15821,0.481,85.3776626004,Arthropoda
scaffold4257_size15816,15816,0.4381,37.3619119879,Arthropoda
scaffold4258_size18465,18465,0.418,71.9091795289,Annelida
scaffold4259_size15811,15811,0.4654,88.5286193156,Arthropoda
scaffold4260_size15810,15810,0.459,62.7479443389,Chordata
scaffold4261_size29031,29031,0.4531,90.3452516275,Chordata
scaffold4262_size15807,15807,0.4802,0.00240399822863,Bacteroidetes
scaffold4264_size15805,15805,0.4306,54.0811135717,Arthropoda
scaffold4265_size15800,15800,0.4704,58.6267721519,Arthropoda
scaffold4266_size15796,15796,0.487,34.0967333502,Chordata
scaffold4267_size15795,15795,0.4195,71.0806584363,Echinodermata
scaffold4268_size15795,15795,0.461,52.2511554289,Arthropoda
scaffold4270_size15791,15791,0.4734,53.819327465,Proteobacteria
scaffold4272_size15789,15789,0.436,0.123123693711,Bacteroidetes
scaffold4273_size15788,15788,0.64,0.08379782113,Bacteroidetes
scaffold4274_size15787,15787,0.4181,53.4231329575,Arthropoda
scaffold4275_size15775,15775,0.4908,72.9895404121,Arthropoda
scaffold4276_size15769,15769,0.4318,32.1190310102,Arthropoda
scaffold4277_size15769,15769,0.4164,62.887310546,Arthropoda
scaffold4278_size15764,15764,0.5136,35.562293834,Mollusca
scaffold4280_size15764,15764,0.4689,51.4339000254,Chordata
scaffold4281_size15758,15758,0.424,88.5477217921,Arthropoda
scaffold4282_size15756,15756,0.4802,61.2493018532,Arthropoda
scaffold4283_size15755,15755,0.4279,49.7814662013,no-hit
scaffold4284_size15755,15755,0.4738,74.0561091717,Chordata
scaffold4285_size15750,15750,0.6073,0.761714285715,Proteobacteria
scaffold4286_size15745,15745,0.4494,73.8772943791,Arthropoda
scaffold4287_size15745,15745,0.4456,54.6127659575,Arthropoda
scaffold4288_size15744,15744,0.4285,41.2928734755,Chordata
scaffold4289_size15739,15739,0.343,0.0149310629646,Bacteroidetes
scaffold4290_size23116,23116,0.4836,61.5571898251,Arthropoda
scaffold4291_size15735,15735,0.4922,51.8074356531,Arthropoda
scaffold4292_size15734,15734,0.4385,36.576395068,Arthropoda
scaffold4293_size15733,15733,0.6489,6.87014555392,Verrucomicrobia
scaffold4294_size15733,15733,0.4502,77.6759677112,Chordata
scaffold4295_size15732,15732,0.4737,64.5611492499,Arthropoda
scaffold4296_size15731,15731,0.4461,76.6923908206,Arthropoda
scaffold4297_size15730,15730,0.4442,72.8323585506,Chordata
scaffold4298_size15730,15730,0.4673,64.0176096631,Arthropoda
scaffold4299_size15729,15729,0.4893,92.6202555788,Arthropoda
scaffold4300_size15729,15729,0.4643,74.2038273253,Chordata
scaffold4301_size15721,15721,0.4078,0.25609057948,Bacteroidetes
scaffold4302_size15717,15717,0.4578,82.3493669275,Arthropoda
scaffold4303_size15716,15716,0.4367,43.2078773224,Chordata
scaffold4304_size15714,15714,0.4492,1.23857706504,Bacteroidetes
scaffold4305_size15713,15713,0.4773,84.296315153,Nematoda
scaffold4306_size15712,15712,0.4814,74.4676043788,Arthropoda
scaffold4307_size15710,15710,0.4764,96.2732017823,Mollusca
scaffold4308_size22283,22283,0.4653,74.0893955032,Arthropoda
scaffold4309_size15708,15708,0.4942,72.7708174179,Chordata
scaffold4310_size15707,15707,0.4479,83.6249442924,Arthropoda
scaffold4311_size15702,15702,0.4252,91.7179340212,Chordata
scaffold4312_size15700,15700,0.4515,46.1612738854,Arthropoda
scaffold4313_size15696,15696,0.6582,3.31785168196,Proteobacteria
scaffold4314_size15690,15690,0.6273,0.145825366476,Planctomycetes
scaffold4315_size15689,15689,0.3705,74.0911466633,Arthropoda
scaffold4316_size15688,15688,0.4368,79.9663437022,Arthropoda
scaffold4317_size15685,15685,0.4463,37.8161938157,Chordata
scaffold4318_size15684,15684,0.4455,53.3149069115,Annelida
scaffold4319_size15681,15681,0.4852,92.9916459409,Arthropoda
scaffold4320_size15679,15679,0.4638,69.7001084253,Arthropoda
scaffold4321_size15677,15677,0.4679,44.1584486828,Arthropoda
scaffold4322_size15677,15677,0.4706,68.866173375,Chordata
scaffold4323_size15676,15676,0.4816,61.6941183975,Chordata
scaffold4324_size18130,18130,0.4474,66.0688913403,Chordata
scaffold4326_size30521,30521,0.4652,61.8514994897,Chordata
scaffold4327_size15673,15673,0.4431,67.511580425,Arthropoda
scaffold4328_size15670,15670,0.4657,43.1394384174,Chordata
scaffold4329_size15669,15669,0.4039,34.9990426958,Arthropoda
scaffold4330_size15668,15668,0.3972,82.2967832524,Arthropoda
scaffold4331_size15667,15667,0.44,91.4978617476,Chordata
scaffold4332_size15666,15666,0.4138,57.6807098174,Arthropoda
scaffold4333_size15665,15665,0.5426,66.9578040217,Arthropoda
scaffold4334_size15661,15661,0.4023,0.0194112764191,Bacteroidetes
scaffold4335_size15659,15659,0.6155,0.0206271153969,Planctomycetes
scaffold4336_size15659,15659,0.4258,67.911807906,Chordata
scaffold4337_size15657,15657,0.451,74.4859807114,Chordata
scaffold4338_size15652,15652,0.4541,81.5411449016,Arthropoda
scaffold4339_size15645,15645,0.4231,33.7538510706,Basidiomycota
scaffold4340_size15645,15645,0.4357,0.431000319591,Bacteroidetes
scaffold4341_size15643,15643,0.4608,64.1020903919,Chordata
scaffold4342_size19026,19026,0.4507,24.2465573426,Nematoda
scaffold4343_size15640,15640,0.6449,0.484079283888,Proteobacteria
scaffold4344_size15635,15635,0.4254,89.9489606652,Platyhelminthes
scaffold4345_size15634,15634,0.3564,0.00486119994883,Bacteroidetes
scaffold4346_size15633,15633,0.4879,73.2031599821,Eukaryota-undef
scaffold4347_size20143,20143,0.4632,83.2634165715,Arthropoda
scaffold4348_size15629,15629,0.4466,71.495617122,Chordata
scaffold4349_size15624,15624,0.4557,77.1783154122,Nematoda
scaffold4350_size15623,15623,0.4775,84.4931831274,Arthropoda
scaffold4351_size15621,15621,0.4507,45.3340375135,Chordata
scaffold4352_size15620,15620,0.4784,47.652496799,Arthropoda
scaffold4353_size15617,15617,0.4654,43.2047768458,Chordata
scaffold4354_size15617,15617,0.3807,0.0072357046808,Bacteroidetes
scaffold4355_size15614,15614,0.4422,50.6322531062,Chordata
scaffold4356_size15614,15614,0.4748,33.7018060714,Arthropoda
scaffold4357_size15614,15614,0.6406,26.4608684514,Proteobacteria
scaffold4358_size15611,15611,0.4248,63.6228300557,Arthropoda
scaffold4359_size15610,15610,0.5038,39.5409993594,Ascomycota
scaffold4360_size15610,15610,0.3788,75.3467008327,Chordata
scaffold4361_size15607,15607,0.4946,81.2386108797,Arthropoda
scaffold4362_size15604,15604,0.6489,0.0172391694438,Cyanobacteria
scaffold4363_size15603,15603,0.4104,81.794911235,Chordata
scaffold4364_size15602,15602,0.4715,74.8016279964,Echinodermata
scaffold4366_size15596,15596,0.4662,59.2487176199,Arthropoda
scaffold4367_size15596,15596,0.4917,72.8320082073,Arthropoda
scaffold4368_size21233,21233,0.4705,67.0336760683,Chordata
scaffold4369_size15592,15592,0.4478,77.7491662391,Mollusca
scaffold4371_size15591,15591,0.4622,80.7039958951,Arthropoda
scaffold4372_size15590,15590,0.4441,55.153431687,Chordata
scaffold4373_size15588,15588,0.3596,0.00487554529125,Bacteroidetes
scaffold4374_size15587,15587,0.6197,0.103547828319,Planctomycetes
scaffold4375_size15582,15582,0.4428,74.70318316,Arthropoda
scaffold4376_size15579,15579,0.4378,129.543873163,no-hit
scaffold4377_size15578,15578,0.4494,83.104442162,Mollusca
scaffold4378_size15578,15578,0.5035,71.9745153422,Arthropoda
scaffold4379_size15575,15575,0.4886,48.0434028893,Arthropoda
scaffold4380_size21478,21478,0.4595,77.1121748471,Chordata
scaffold4381_size15574,15574,0.443,92.0728778734,Arthropoda
scaffold4382_size15571,15571,0.458,40.7452957421,Arthropoda
scaffold4383_size15565,15565,0.4628,71.5539351109,Chordata
scaffold4384_size15564,15564,0.3598,0.00860961192496,Bacteroidetes
scaffold4385_size15562,15562,0.4824,47.1280041126,Arthropoda
scaffold4386_size25882,25882,0.4804,67.5842548404,Arthropoda
scaffold4387_size24135,24135,0.4497,39.1016632793,Mollusca
scaffold4388_size15559,15559,0.4715,58.7158557748,Arthropoda
scaffold4389_size15559,15559,0.4615,46.7674657754,Mollusca
scaffold4391_size15554,15554,0.3404,0.0210235309245,Bacteroidetes
scaffold4393_size15552,15552,0.4145,0.109375,Bacteroidetes
scaffold4394_size15548,15548,0.4532,64.3581167995,Arthropoda
scaffold4395_size15543,15543,0.5815,4.48143858972,Chloroflexi
scaffold4396_size15543,15543,0.354,0.00244483047031,Mollusca
scaffold4397_size15542,15542,0.4733,52.8628876593,Streptophyta
scaffold4398_size15540,15540,0.4751,55.7366795366,Arthropoda
scaffold4399_size15538,15538,0.4474,0.00553481786588,Chlorobi
scaffold4400_size15538,15538,0.4245,44.6644355773,no-hit
scaffold4401_size15534,15534,0.4727,53.1387279515,Arthropoda
scaffold4402_size15533,15533,0.4681,70.0084980365,Mollusca
scaffold4403_size15533,15533,0.479,110.629240971,Chordata
scaffold4404_size15532,15532,0.4603,79.6715812516,Mollusca
scaffold4405_size15532,15532,0.4539,37.0195724955,Chordata
scaffold4406_size15520,15520,0.4856,66.1654722707,Arthropoda
scaffold4407_size15516,15516,0.4793,75.093065223,Chordata
scaffold4408_size15516,15516,0.3507,46.2324697087,Cnidaria
scaffold4409_size29349,29349,0.4426,84.1839488879,Chordata
scaffold4410_size15515,15515,0.4575,34.7963261359,Arthropoda
scaffold4411_size15515,15515,0.6277,0.167515307767,Verrucomicrobia
scaffold4412_size15512,15512,0.489,71.9118102115,Arthropoda
scaffold4413_size15511,15511,0.4583,32.0785893882,Ascomycota
scaffold4414_size15509,15509,0.4187,0.467470501,Bacteroidetes
scaffold4415_size15508,15508,0.4972,87.9058550426,Arthropoda
